movie_id,watched,title,genre,release_date,overview,poster_image,trailer_link
"1092",0,'The Third Man',"mystery","1949","""In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a 'third man' present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",,"https://www.youtube.com/watch?v=p1qGtQqMXo0"
